"kind","id","status","title","summary","locale","location_code","location_name","assignee","submitted_at","total_minor","currency"
"request","25cda32d-ec52-4e4e-a085-dece3e114754","submitted","Admin ops towels 1785226774476-4","Please bring two towels. Admin ops towels 1785226774476-4","en","lobby","Lobby","","2026-07-28T08:19:34.704Z","",""
"request","5c177e29-d50b-417a-b03a-65d8233cf10b","submitted","Admin ops towels 1785226774249-3","Please bring two towels. Admin ops towels 1785226774249-3","en","lobby","Lobby","","2026-07-28T08:19:34.473Z","",""
"request","f22ccfba-406f-4602-9eb3-ae51092f6bb3","submitted","Admin ops towels 1785226774023-2","Please bring two towels. Admin ops towels 1785226774023-2","en","lobby","Lobby","","2026-07-28T08:19:34.245Z","",""
"request","a46e1acd-cfe0-45e3-a95d-51ca1f6efeaa","submitted","Admin ops towels 1785226773795-1","Please bring two towels. Admin ops towels 1785226773795-1","en","lobby","Lobby","","2026-07-28T08:19:34.019Z","",""
"request","c02b0d32-c4a1-4415-8697-8da94eb54b9c","submitted","Admin ops towels 1785226773557-0","Please bring two towels. Admin ops towels 1785226773557-0","en","lobby","Lobby","","2026-07-28T08:19:33.793Z","",""
"request","988a6628-99c2-42e1-adae-3ef955ef21fb","submitted","Extra towels","Please bring two towels. Extra towels","en","lobby","Lobby","","2026-07-28T08:19:32.888Z","",""
"request","54f554a7-e8cd-4812-9960-de787d3b0148","submitted","Extra towels","Please bring two towels. Extra towels","en","lobby","Lobby","","2026-07-28T08:19:31.495Z","",""
"request","0cb5b755-0d08-4e71-a7c0-17c2721fdce4","submitted","Extra towels","Please bring two towels. Extra towels","en","lobby","Lobby","Hotel Staff","2026-07-28T08:19:29.886Z","",""
"request","a9b07351-c118-4c18-b27a-e98ee685c3ea","submitted","Admin ops towels 1785226024006-5","Please bring two towels. Admin ops towels 1785226024006-5","en","lobby","Lobby","","2026-07-28T08:07:04.228Z","",""
"request","9d1b6ef2-ffa8-4337-b498-3b8be82e317c","submitted","Admin ops towels 1785226023783-4","Please bring two towels. Admin ops towels 1785226023783-4","en","lobby","Lobby","","2026-07-28T08:07:04.004Z","",""
"request","baf71c0b-0759-4a5c-8a19-303591d968fa","submitted","Admin ops towels 1785226023560-3","Please bring two towels. Admin ops towels 1785226023560-3","en","lobby","Lobby","","2026-07-28T08:07:03.781Z","",""
"request","dbb5cc1d-233e-4872-8504-c48c4e6b322f","submitted","Admin ops towels 1785226023338-2","Please bring two towels. Admin ops towels 1785226023338-2","en","lobby","Lobby","","2026-07-28T08:07:03.557Z","",""
"request","f32a8400-e08c-4948-bc69-b7fe58b6eb04","submitted","Admin ops towels 1785226023105-1","Please bring two towels. Admin ops towels 1785226023105-1","en","lobby","Lobby","","2026-07-28T08:07:03.336Z","",""
"request","d6f36fa6-ec48-489b-88f3-1c3f273ee80a","submitted","Admin ops towels 1785226022857-0","Please bring two towels. Admin ops towels 1785226022857-0","en","lobby","Lobby","","2026-07-28T08:07:03.102Z","",""
"request","7ff8673c-994f-4cec-9890-96379871130a","submitted","Extra towels","Please bring two towels. Extra towels","en","lobby","Lobby","","2026-07-28T08:07:02.196Z","",""
"request","2bb4ab12-9463-4563-879c-2497b446820d","submitted","Extra towels","Please bring two towels. Extra towels","en","lobby","Lobby","","2026-07-28T08:07:00.838Z","",""
"request","7756f338-b0cb-4647-b15e-3ba1c9e7fa56","submitted","Extra towels","Please bring two towels. Extra towels","en","lobby","Lobby","Hotel Staff","2026-07-28T08:06:59.236Z","",""
"request","1397b1f8-745a-423c-9beb-f967b7d3b0e7","submitted","Admin ops bulk ms4df5vc-20","Guest request detail for Admin ops bulk ms4df5vc-20","en","lobby","Lobby","","2026-07-28T08:05:22.932Z","",""
"request","74acdbb8-8441-4424-81ea-ec7b11fdea41","submitted","Admin ops bulk ms4df5vc-19","Guest request detail for Admin ops bulk ms4df5vc-19","en","lobby","Lobby","","2026-07-28T08:05:22.921Z","",""
"request","4df4edfb-5bb7-414f-b0a5-a0a0f6de782d","submitted","Admin ops bulk ms4df5vc-18","Guest request detail for Admin ops bulk ms4df5vc-18","en","lobby","Lobby","","2026-07-28T08:05:22.911Z","",""
"request","23bf822a-225c-4186-b33a-27ee722f5415","submitted","Admin ops bulk ms4df5vc-17","Guest request detail for Admin ops bulk ms4df5vc-17","en","lobby","Lobby","","2026-07-28T08:05:22.901Z","",""
"request","43d7c0c3-32f0-4927-9524-7d2f1fad9734","submitted","Admin ops bulk ms4df5vc-16","Guest request detail for Admin ops bulk ms4df5vc-16","en","lobby","Lobby","","2026-07-28T08:05:22.891Z","",""
"request","e37d1596-da12-4061-9682-9e172d24dbf6","submitted","Admin ops bulk ms4df5vc-15","Guest request detail for Admin ops bulk ms4df5vc-15","en","lobby","Lobby","","2026-07-28T08:05:22.881Z","",""
"request","6fb6541e-8cab-4aba-a233-388cd2d81315","submitted","Admin ops bulk ms4df5vc-14","Guest request detail for Admin ops bulk ms4df5vc-14","en","lobby","Lobby","","2026-07-28T08:05:22.870Z","",""
"request","cd9223bb-7a53-4095-a4dd-7c34031725a2","submitted","Admin ops bulk ms4df5vc-13","Guest request detail for Admin ops bulk ms4df5vc-13","en","lobby","Lobby","","2026-07-28T08:05:22.859Z","",""
"request","730dc5bd-1184-481b-9c4f-3afed90d9159","submitted","Admin ops bulk ms4df5vc-12","Guest request detail for Admin ops bulk ms4df5vc-12","en","lobby","Lobby","","2026-07-28T08:05:22.849Z","",""
"request","bf484bcd-7f21-4948-a8c8-a74032f64bd3","submitted","Admin ops bulk ms4df5vc-11","Guest request detail for Admin ops bulk ms4df5vc-11","en","lobby","Lobby","","2026-07-28T08:05:22.838Z","",""
"request","82f0c047-ef2b-4ec7-bfe2-686565028233","submitted","Admin ops bulk ms4df5vc-10","Guest request detail for Admin ops bulk ms4df5vc-10","en","lobby","Lobby","","2026-07-28T08:05:22.826Z","",""
"request","a06f14c9-676b-489d-85cb-a71401de90c3","submitted","Admin ops bulk ms4df5vc-09","Guest request detail for Admin ops bulk ms4df5vc-09","en","lobby","Lobby","","2026-07-28T08:05:22.810Z","",""
"request","a6e3f290-768d-49d4-9cfa-451438c49dc6","submitted","Admin ops bulk ms4df5vc-08","Guest request detail for Admin ops bulk ms4df5vc-08","en","lobby","Lobby","","2026-07-28T08:05:22.796Z","",""
"request","8dcdf541-0245-42aa-89b8-0c30348edddd","submitted","Admin ops bulk ms4df5vc-07","Guest request detail for Admin ops bulk ms4df5vc-07","en","lobby","Lobby","","2026-07-28T08:05:22.780Z","",""
"request","0c2e37ef-1096-4f9e-b925-93e83e179603","submitted","Admin ops bulk ms4df5vc-06","Guest request detail for Admin ops bulk ms4df5vc-06","en","lobby","Lobby","","2026-07-28T08:05:22.768Z","",""
"request","e2b11090-4f7c-4894-963e-063a1c62d94f","submitted","Admin ops bulk ms4df5vc-05","Guest request detail for Admin ops bulk ms4df5vc-05","en","lobby","Lobby","","2026-07-28T08:05:22.756Z","",""
"request","dca37d4c-c55a-44bc-8422-87be66a66764","submitted","Admin ops bulk ms4df5vc-04","Guest request detail for Admin ops bulk ms4df5vc-04","en","lobby","Lobby","","2026-07-28T08:05:22.743Z","",""
"request","da610f50-7182-4326-9c01-0d9a3a548c96","submitted","Admin ops bulk ms4df5vc-03","Guest request detail for Admin ops bulk ms4df5vc-03","en","lobby","Lobby","","2026-07-28T08:05:22.729Z","",""
"request","8e5e3f93-fd07-43a7-955b-6b67fd461381","submitted","Admin ops bulk ms4df5vc-02","Guest request detail for Admin ops bulk ms4df5vc-02","en","lobby","Lobby","","2026-07-28T08:05:22.717Z","",""
"request","25a82e4f-4a69-498d-9674-5bcf7b6bf6ad","submitted","Admin ops bulk ms4df5vc-01","Guest request detail for Admin ops bulk ms4df5vc-01","en","lobby","Lobby","","2026-07-28T08:05:22.705Z","",""
"request","50b9902e-5505-44f4-909d-29639271167a","submitted","Admin ops bulk ms4df5vc-00","Guest request detail for Admin ops bulk ms4df5vc-00","en","lobby","Lobby","","2026-07-28T08:05:22.693Z","",""
"request","1416e829-7431-4a0d-ad51-d2277a8d0dd1","submitted","Admin ops towels ms4df4s1","Guest request detail for Admin ops towels ms4df4s1","en","lobby","Lobby","","2026-07-28T08:05:21.279Z","",""
"request","1c3cf4ec-0c3d-4bcc-a49a-ce601c60ad35","submitted","'=Export audit ms4df21g","'+CSV proof ms4df21g","en","lobby","Lobby","","2026-07-28T08:05:17.723Z","",""
"request","8856fc89-e8be-4ed6-ba87-a5c7aeaef319","submitted","Analytics towels 1785225916062","Please bring two towels.","en","lobby","Lobby","","2026-07-28T08:05:16.112Z","",""
"request","9f2f7efc-a52a-41c1-ac51-a82783f1e3b6","submitted","Admin ops bulk ms4dd7xa-20","Guest request detail for Admin ops bulk ms4dd7xa-20","en","lobby","Lobby","","2026-07-28T08:03:52.345Z","",""
"request","b70fc620-af2f-47ca-a7bf-f2ee4ea27274","submitted","Admin ops bulk ms4dd7xa-19","Guest request detail for Admin ops bulk ms4dd7xa-19","en","lobby","Lobby","","2026-07-28T08:03:52.326Z","",""
"request","f4dd6b35-8fb3-4ed5-bbeb-9319d5cadf57","submitted","Admin ops bulk ms4dd7xa-18","Guest request detail for Admin ops bulk ms4dd7xa-18","en","lobby","Lobby","","2026-07-28T08:03:52.283Z","",""
"request","94951978-540b-443a-9b51-d18595643e90","submitted","Admin ops bulk ms4dd7xa-17","Guest request detail for Admin ops bulk ms4dd7xa-17","en","lobby","Lobby","","2026-07-28T08:03:52.260Z","",""
"request","2e4e0e7f-ec89-49f0-ba7c-9f80119a95f3","submitted","Admin ops bulk ms4dd7xa-16","Guest request detail for Admin ops bulk ms4dd7xa-16","en","lobby","Lobby","","2026-07-28T08:03:52.250Z","",""
"request","1dba59f3-381e-4860-a80e-ea2888d317f2","submitted","Admin ops bulk ms4dd7xa-15","Guest request detail for Admin ops bulk ms4dd7xa-15","en","lobby","Lobby","","2026-07-28T08:03:52.240Z","",""
"request","083aaf58-9666-480d-941a-85dc7fc8868d","submitted","Admin ops bulk ms4dd7xa-14","Guest request detail for Admin ops bulk ms4dd7xa-14","en","lobby","Lobby","","2026-07-28T08:03:52.229Z","",""
"request","b9f6d484-9105-49f7-b4b4-aa5a022ed342","submitted","Admin ops bulk ms4dd7xa-13","Guest request detail for Admin ops bulk ms4dd7xa-13","en","lobby","Lobby","","2026-07-28T08:03:52.218Z","",""
"request","c0ea9e41-a495-4d61-820a-8850b2f59815","submitted","Admin ops bulk ms4dd7xa-12","Guest request detail for Admin ops bulk ms4dd7xa-12","en","lobby","Lobby","","2026-07-28T08:03:52.207Z","",""
"request","ea07f966-50ab-45c1-b0c9-6ef137f06491","submitted","Admin ops bulk ms4dd7xa-11","Guest request detail for Admin ops bulk ms4dd7xa-11","en","lobby","Lobby","","2026-07-28T08:03:52.197Z","",""
"request","e8c3729d-45a4-48cf-b000-c3c7e25fba2b","submitted","Admin ops bulk ms4dd7xa-10","Guest request detail for Admin ops bulk ms4dd7xa-10","en","lobby","Lobby","","2026-07-28T08:03:52.187Z","",""
"request","5e8e659c-ed6e-4dd7-8898-4aa355faf1bc","submitted","Admin ops bulk ms4dd7xa-09","Guest request detail for Admin ops bulk ms4dd7xa-09","en","lobby","Lobby","","2026-07-28T08:03:52.177Z","",""
"request","21adf02a-25f2-4f5f-9698-3718d8baecdd","submitted","Admin ops bulk ms4dd7xa-08","Guest request detail for Admin ops bulk ms4dd7xa-08","en","lobby","Lobby","","2026-07-28T08:03:52.165Z","",""
"request","e14e7ad2-abd6-4deb-a855-e793aea9f15a","submitted","Admin ops bulk ms4dd7xa-07","Guest request detail for Admin ops bulk ms4dd7xa-07","en","lobby","Lobby","","2026-07-28T08:03:52.150Z","",""
"request","1533281c-d388-42c4-81ad-583d4dc13e42","submitted","Admin ops bulk ms4dd7xa-06","Guest request detail for Admin ops bulk ms4dd7xa-06","en","lobby","Lobby","","2026-07-28T08:03:52.136Z","",""
"request","4e0f689e-e8f0-4506-854f-3b47eb15b70f","submitted","Admin ops bulk ms4dd7xa-05","Guest request detail for Admin ops bulk ms4dd7xa-05","en","lobby","Lobby","","2026-07-28T08:03:52.121Z","",""
"request","bc13fcba-006a-40c3-a18e-fc386265e481","submitted","Admin ops bulk ms4dd7xa-04","Guest request detail for Admin ops bulk ms4dd7xa-04","en","lobby","Lobby","","2026-07-28T08:03:52.105Z","",""
"request","2da36467-65cf-4e9c-a9bf-0b0321df865d","submitted","Admin ops bulk ms4dd7xa-03","Guest request detail for Admin ops bulk ms4dd7xa-03","en","lobby","Lobby","","2026-07-28T08:03:52.092Z","",""
"request","2ea9f07a-16fc-4e00-a727-cb1697bc533a","submitted","Admin ops bulk ms4dd7xa-02","Guest request detail for Admin ops bulk ms4dd7xa-02","en","lobby","Lobby","","2026-07-28T08:03:52.076Z","",""
"request","da1099fd-41f2-4dad-ad31-7433ba0790fe","submitted","Admin ops bulk ms4dd7xa-01","Guest request detail for Admin ops bulk ms4dd7xa-01","en","lobby","Lobby","","2026-07-28T08:03:52.057Z","",""
"request","c216975b-bb09-4351-bdf5-d7545a74a972","submitted","Admin ops bulk ms4dd7xa-00","Guest request detail for Admin ops bulk ms4dd7xa-00","en","lobby","Lobby","","2026-07-28T08:03:52.040Z","",""
"request","4c826c10-511d-4032-84a4-3dc9d5a57878","submitted","Admin ops towels ms4dd6qn","Guest request detail for Admin ops towels ms4dd6qn","en","lobby","Lobby","","2026-07-28T08:03:50.520Z","",""
"request","4b4b7627-cfdd-4520-83f3-3260abbce4f2","submitted","'=Export audit ms4dd3kk","'+CSV proof ms4dd3kk","en","lobby","Lobby","","2026-07-28T08:03:46.399Z","",""
"request","fc76b899-d073-4687-a68b-b6e16171d912","submitted","Analytics towels 1785225824845","Please bring two towels.","en","lobby","Lobby","","2026-07-28T08:03:44.852Z","",""
"request","cf69ceb3-7587-4251-9c01-d01d88aa3a22","submitted","Admin ops bulk ms4cr8nn-20","Guest request detail for Admin ops bulk ms4cr8nn-20","en","lobby","Lobby","","2026-07-28T07:46:46.829Z","",""
"request","c216b511-9d03-4496-8116-4557d9e69084","submitted","Admin ops bulk ms4cr8nn-19","Guest request detail for Admin ops bulk ms4cr8nn-19","en","lobby","Lobby","","2026-07-28T07:46:46.819Z","",""
"request","134d3745-b073-4faf-a4d5-f97d2281a82e","submitted","Admin ops bulk ms4cr8nn-18","Guest request detail for Admin ops bulk ms4cr8nn-18","en","lobby","Lobby","","2026-07-28T07:46:46.809Z","",""
"request","101d0f7f-082c-45d8-93e2-81243562fd1d","submitted","Admin ops bulk ms4cr8nn-17","Guest request detail for Admin ops bulk ms4cr8nn-17","en","lobby","Lobby","","2026-07-28T07:46:46.799Z","",""
"request","cffc4771-f2fd-4a82-9dce-da41ef441478","submitted","Admin ops bulk ms4cr8nn-16","Guest request detail for Admin ops bulk ms4cr8nn-16","en","lobby","Lobby","","2026-07-28T07:46:46.787Z","",""
"request","5a7682ff-ecba-4fde-b439-1da54316c567","submitted","Admin ops bulk ms4cr8nn-15","Guest request detail for Admin ops bulk ms4cr8nn-15","en","lobby","Lobby","","2026-07-28T07:46:46.776Z","",""
"request","c25a9ed4-8a20-41cc-83db-2c9d9fad7191","submitted","Admin ops bulk ms4cr8nn-14","Guest request detail for Admin ops bulk ms4cr8nn-14","en","lobby","Lobby","","2026-07-28T07:46:46.763Z","",""
"request","626678ee-c901-4c0e-a372-d97780342929","submitted","Admin ops bulk ms4cr8nn-13","Guest request detail for Admin ops bulk ms4cr8nn-13","en","lobby","Lobby","","2026-07-28T07:46:46.748Z","",""
"request","83ab7b11-00ec-4390-a687-1a51d89053da","submitted","Admin ops bulk ms4cr8nn-12","Guest request detail for Admin ops bulk ms4cr8nn-12","en","lobby","Lobby","","2026-07-28T07:46:46.733Z","",""
"request","c50780bc-f661-4d5a-baf4-65f187c3bc5e","submitted","Admin ops bulk ms4cr8nn-11","Guest request detail for Admin ops bulk ms4cr8nn-11","en","lobby","Lobby","","2026-07-28T07:46:46.719Z","",""
"request","76db841f-ce4f-406a-88bc-3f9b0022d0db","submitted","Admin ops bulk ms4cr8nn-10","Guest request detail for Admin ops bulk ms4cr8nn-10","en","lobby","Lobby","","2026-07-28T07:46:46.706Z","",""
"request","19b66aca-b010-462b-96bb-93e1ffb70746","submitted","Admin ops bulk ms4cr8nn-09","Guest request detail for Admin ops bulk ms4cr8nn-09","en","lobby","Lobby","","2026-07-28T07:46:46.693Z","",""
"request","a0833b3d-d052-45e8-9310-f2d237ba0cdf","submitted","Admin ops bulk ms4cr8nn-08","Guest request detail for Admin ops bulk ms4cr8nn-08","en","lobby","Lobby","","2026-07-28T07:46:46.680Z","",""
"request","e4d2253a-2f82-4a89-a511-2a4a73503252","submitted","Admin ops bulk ms4cr8nn-07","Guest request detail for Admin ops bulk ms4cr8nn-07","en","lobby","Lobby","","2026-07-28T07:46:46.666Z","",""
"request","0b0548e5-6162-43e7-9f11-7505a91d82b8","submitted","Admin ops bulk ms4cr8nn-06","Guest request detail for Admin ops bulk ms4cr8nn-06","en","lobby","Lobby","","2026-07-28T07:46:46.653Z","",""
"request","5e3cce3e-a935-4a2b-9493-65fc68a23140","submitted","Admin ops bulk ms4cr8nn-05","Guest request detail for Admin ops bulk ms4cr8nn-05","en","lobby","Lobby","","2026-07-28T07:46:46.638Z","",""
"request","c4ce3828-5cd3-44ec-a250-e8f3769ef744","submitted","Admin ops bulk ms4cr8nn-04","Guest request detail for Admin ops bulk ms4cr8nn-04","en","lobby","Lobby","","2026-07-28T07:46:46.623Z","",""
"request","b200493c-bbd8-4690-b3cd-0ec1c162f076","submitted","Admin ops bulk ms4cr8nn-03","Guest request detail for Admin ops bulk ms4cr8nn-03","en","lobby","Lobby","","2026-07-28T07:46:46.607Z","",""
"request","f8414972-775f-4445-816c-2e8671f399fb","submitted","Admin ops bulk ms4cr8nn-02","Guest request detail for Admin ops bulk ms4cr8nn-02","en","lobby","Lobby","","2026-07-28T07:46:46.588Z","",""
"request","b0056c28-efde-4a5a-853c-587341b001f8","submitted","Admin ops bulk ms4cr8nn-01","Guest request detail for Admin ops bulk ms4cr8nn-01","en","lobby","Lobby","","2026-07-28T07:46:46.571Z","",""
"request","4ea93b4e-0189-437b-8088-48fdb01b63c2","submitted","Admin ops bulk ms4cr8nn-00","Guest request detail for Admin ops bulk ms4cr8nn-00","en","lobby","Lobby","","2026-07-28T07:46:46.556Z","",""
"request","f55218cd-939c-4f4d-98f3-b7026bcc975a","submitted","Admin ops towels ms4cr7ft","Guest request detail for Admin ops towels ms4cr7ft","en","lobby","Lobby","","2026-07-28T07:46:44.986Z","",""
"request","37426973-4140-4c4c-8179-6f9a6af74ebb","submitted","Analytics towels 1785224800577","Please bring two towels.","en","lobby","Lobby","","2026-07-28T07:46:40.589Z","",""
"request","2e8b3009-c8d6-4584-8a5f-c2e624260894","submitted","Admin ops towels 1785224723133-5","Please bring two towels. Admin ops towels 1785224723133-5","en","lobby","Lobby","","2026-07-28T07:45:23.363Z","",""
"request","17a5e2f6-ab3b-41ee-9f43-12862e468df8","submitted","Admin ops towels 1785224722895-4","Please bring two towels. Admin ops towels 1785224722895-4","en","lobby","Lobby","","2026-07-28T07:45:23.129Z","",""
"request","c1a02359-f29c-420d-bcc2-421a60be9905","submitted","Admin ops towels 1785224722665-3","Please bring two towels. Admin ops towels 1785224722665-3","en","lobby","Lobby","","2026-07-28T07:45:22.892Z","",""
"request","54957a19-f2d4-4ba1-a5bb-1ae72f141b62","submitted","Admin ops towels 1785224722430-2","Please bring two towels. Admin ops towels 1785224722430-2","en","lobby","Lobby","","2026-07-28T07:45:22.662Z","",""
"request","e3ed20b3-a328-46b3-b81e-96dbacd38038","submitted","Admin ops towels 1785224722193-1","Please bring two towels. Admin ops towels 1785224722193-1","en","lobby","Lobby","","2026-07-28T07:45:22.424Z","",""
"request","7d9dc3e8-6de6-4d43-bd07-e25b8dea8c56","submitted","Admin ops towels 1785224721963-0","Please bring two towels. Admin ops towels 1785224721963-0","en","lobby","Lobby","","2026-07-28T07:45:22.190Z","",""
"request","56ba26fd-2486-4e92-837c-f4049bb17bf4","submitted","Extra towels","Please bring two towels. Extra towels","en","lobby","Lobby","","2026-07-28T07:45:21.268Z","",""
"request","29e43451-3a52-465a-862a-ded17e6f082e","submitted","Extra towels","Please bring two towels. Extra towels","en","lobby","Lobby","","2026-07-28T07:45:19.852Z","",""
"request","097244e9-770a-441e-bfda-3b15f89988a9","submitted","Extra towels","Please bring two towels. Extra towels","en","lobby","Lobby","Hotel Staff","2026-07-28T07:45:18.173Z","",""
"request","d070cf49-7509-4eda-b166-db92f5548f3d","submitted","Admin ops bulk ms4cnj75-20","Guest request detail for Admin ops bulk ms4cnj75-20","en","lobby","Lobby","","2026-07-28T07:43:53.959Z","",""
"request","fc14ba92-97bd-4962-b8e3-d781640d0250","submitted","Admin ops bulk ms4cnj75-19","Guest request detail for Admin ops bulk ms4cnj75-19","en","lobby","Lobby","","2026-07-28T07:43:53.943Z","",""
"request","ab66f7ba-2a3d-4651-bf3f-510b10988fbe","submitted","Admin ops bulk ms4cnj75-18","Guest request detail for Admin ops bulk ms4cnj75-18","en","lobby","Lobby","","2026-07-28T07:43:53.927Z","",""
"request","4c58b215-59fb-411d-9238-c76add06e05e","submitted","Admin ops bulk ms4cnj75-17","Guest request detail for Admin ops bulk ms4cnj75-17","en","lobby","Lobby","","2026-07-28T07:43:53.912Z","",""
"request","3b2c62e5-f2a8-4194-a23f-6083889ece72","submitted","Admin ops bulk ms4cnj75-16","Guest request detail for Admin ops bulk ms4cnj75-16","en","lobby","Lobby","","2026-07-28T07:43:53.896Z","",""
"request","ef81c3bb-7bfa-4f24-9353-0ad31ca5a00d","submitted","Admin ops bulk ms4cnj75-15","Guest request detail for Admin ops bulk ms4cnj75-15","en","lobby","Lobby","","2026-07-28T07:43:53.876Z","",""
"request","2e86f1ab-d9a8-4a20-8a0c-b39d30fafc3c","submitted","Admin ops bulk ms4cnj75-14","Guest request detail for Admin ops bulk ms4cnj75-14","en","lobby","Lobby","","2026-07-28T07:43:53.856Z","",""
"request","8e375103-069a-41cc-b925-14df660669c9","submitted","Admin ops bulk ms4cnj75-13","Guest request detail for Admin ops bulk ms4cnj75-13","en","lobby","Lobby","","2026-07-28T07:43:53.840Z","",""
"request","f27c6934-035f-460e-9e5f-4b1aae3665f8","submitted","Admin ops bulk ms4cnj75-12","Guest request detail for Admin ops bulk ms4cnj75-12","en","lobby","Lobby","","2026-07-28T07:43:53.827Z","",""
"request","dac7a83e-e387-43b7-94b0-04c3801b1bef","submitted","Admin ops bulk ms4cnj75-11","Guest request detail for Admin ops bulk ms4cnj75-11","en","lobby","Lobby","","2026-07-28T07:43:53.814Z","",""
"request","61b5bb11-b2f0-4172-8c5f-cb367a295bdf","submitted","Admin ops bulk ms4cnj75-10","Guest request detail for Admin ops bulk ms4cnj75-10","en","lobby","Lobby","","2026-07-28T07:43:53.799Z","",""
"request","a0f4ead6-3058-4223-a688-31b7ca21e74a","submitted","Admin ops bulk ms4cnj75-09","Guest request detail for Admin ops bulk ms4cnj75-09","en","lobby","Lobby","","2026-07-28T07:43:53.783Z","",""
"request","0ef91551-aa6b-4a04-ba22-312de866146b","submitted","Admin ops bulk ms4cnj75-08","Guest request detail for Admin ops bulk ms4cnj75-08","en","lobby","Lobby","","2026-07-28T07:43:53.768Z","",""
"request","6e7e7f1e-8480-4297-9fca-079df60813bf","submitted","Admin ops bulk ms4cnj75-07","Guest request detail for Admin ops bulk ms4cnj75-07","en","lobby","Lobby","","2026-07-28T07:43:53.748Z","",""
"request","8d99abcd-d5db-4741-9dbb-fb43c345056c","submitted","Admin ops bulk ms4cnj75-06","Guest request detail for Admin ops bulk ms4cnj75-06","en","lobby","Lobby","","2026-07-28T07:43:53.727Z","",""
"request","b688d808-20e1-442f-bc11-cff11fedd8e7","submitted","Admin ops bulk ms4cnj75-05","Guest request detail for Admin ops bulk ms4cnj75-05","en","lobby","Lobby","","2026-07-28T07:43:53.706Z","",""
"request","bb732bf2-998c-4cc5-8898-9434b024368a","submitted","Admin ops bulk ms4cnj75-04","Guest request detail for Admin ops bulk ms4cnj75-04","en","lobby","Lobby","","2026-07-28T07:43:53.683Z","",""
